danceability_delta,energy_delta,loudness_delta,speechiness_delta,acoutsicness_delta,liveness_delta,valence_delta,duration_delta,followers_delta,popularity,similar_genres,same_artist,artist,artist_gender,seed_artist,seed_artist_gender,same_gender,rec_rank,artist_male,artist_female
0.137,0.057,4.164,0.2753,0.1095,0.1576,0.091,-46.828,42115029,92,1,0,Travis Scott,F,Drake,M,0,10,0,1
0.154,0.326,3.619,0.175,0.0398,0.0196,0.108,-83.836,62243889,71,0,0,Mike Dimes,F,Drake,M,0,11,0,1
0.07,0.063,0.937,0.159,0.2165,0.0826,0.0615,57.005,61695699,70,1,0,Pi’erre Bourne,C,Drake,M,0,12,0,0
0.055,0.189,3.243,0.179,0.0272,0.6586,0.259,-69.804,55808005,86,1,0,Tyga,C,Drake,M,0,13,0,0
0.029,0.168,2.577,0.034,0.0486,0.0376,0.247,-46.786,60495946,82,0,0,King Von,C,Drake,M,0,14,0,0
0.076,0.114,3.048,0.033,0.0595,0.0097,0.138,-97.459,45450544,96,1,0,Kanye West,F,Drake,M,0,15,0,1
0.012,0.213,1.878,0.191,0.3285,0.0095,0.601,-44.345,60449136,77,1,0,Joyner Lucas,F,Drake,M,0,16,0,1
0.05,0.271,4.83,0.022,0.0495,0.0286,0.241,-65.412,60600937,75,1,0,Cordae,F,Drake,M,0,17,0,1
0.23,0.165,3.048,0.2,0.3665,0.2946,0.005,-68.006,56651058,86,1,0,Kid Cudi,C,Drake,M,0,18,0,0
0.195,0.346,3.488,0.2887,0.06008,0.0053,0.119,78.327,60254292,74,1,0,Jeezy,M,Drake,M,1,19,1,0
0.354,0.298,1.471,0.033,0.0062,0.0296,0.386,-3.699,45993058,90,1,0,J. Cole,F,Drake,M,0,20,0,1
0.14,0.366,4.806,0.0059,0.08729,0.016,0.318,5.778,15687283,75,1,0,Ashnikko,F,Doja Cat,F,1,1,0,1
0.031,0.078,0.612,0.005,0.0762,0.01,0.134,10.395,7137592,83,1,0,Little Mix,M,Doja Cat,F,0,2,1,0
0.187,0.165,0.582,0.0363,0.08713,0.227,0.021,-25.276,16477094,74,0,0,Beach Bunny,F,Doja Cat,F,1,3,0,1
0.087,0.103,1.916,0.0396,0.049,0.203,0.375,3.246,10159217,82,1,0,Bebe Rexha,F,Doja Cat,F,1,4,0,1
0.049,0.112,5.731,0.0666,0.08123,0.012,0.041,25.415,17297669,70,0,0,ALTÉGO,F,Doja Cat,F,1,5,0,1
0.16,0.155,2.334,0.0147,0.2152,0.0244,0.687,37.933,0,94,1,1,Doja Cat,F,Doja Cat,F,1,6,0,1
0.059,0.349,4.396,0.0886,0.2612,0.054,0.563,-16.76,17086528,67,1,0,UPSAHL,F,Doja Cat,F,1,7,0,1
0.149,0.003,0.294,0.0388,0.3432,0.015,0.453,26.879,14582511,85,1,0,Kali Uchis,M,Doja Cat,F,0,8,1,0
0.129,0.12,1.897,0.0101,0.0327,0.096,0.033,31.181,15793494,94,1,0,Dua Lipa,M,Doja Cat,F,0,9,1,0
0.077,0.194,2.536,0.0044,0.0246,0.0338,0.231,28.263,2281435,86,1,0,Cardi B,C,Doja Cat,F,0,10,0,0
0.065,0.122,1.108,0.1016,0.0785,0.225,0.392,18.835,13412144,78,0,0,ITZY,F,Doja Cat,F,1,11,0,1
0.33,0.336,3.064,0.1176,0.1442,0.0354,0.44,-15.13,15095567,89,1,0,Labrinth,C,Doja Cat,F,0,12,0,0
0.201,0.231,3.989,0.0201,0.1562,0.005,0.634,8.56,8765331,89,1,0,The Neighbourhood,M,Doja Cat,F,0,13,1,0
0.315,0.282,2.79,0.0906,0.0702,0.121,0.58,38.885,12409556,74,1,0,Fergie,C,Doja Cat,F,0,14,0,0
0.03,0.106,2.757,0.0846,0.0652,0.015,0.026,93.04,14164735,71,1,0,Aaliyah,M,Doja Cat,F,0,15,1,0
0.093,0.107,1.541,0.0067,0.2292,0.0416,0.063,-6.894,0,94,1,1,Doja Cat,M,Doja Cat,F,0,16,1,0
0.129,0.143,3.39,0.0686,0.08081,0.19,0.503,-59.197,11035468,86,1,0,Megan Thee Stallion,C,Doja Cat,F,0,17,0,0
0.117,0.146,1.65,0.1046,0.0812,0.176,0.364,58.871,13916076,83,1,0,Summer Walker,C,Doja Cat,F,0,18,0,0
0.028,0.037,0.551,0.0454,0.7042,0.0312,0.063,-48.677,17057381,69,1,0,Claire Rosinkranz,M,Doja Cat,F,0,19,1,0
0.429,0.321,5.545,0.0476,0.6762,0.0331,0.543,3.306,1966713,90,1,0,Olivia Rodrigo,M,Doja Cat,F,0,20,1,0
0.023,0.051,0.206,0.2526,0.282,0.2526,0.4115,-105.212,15292493,81,1,0,$NOT,M,J. Cole,M,1,1,1,0
0.019,0.159,1.322,0.284,0.167,0.0556,0.381,-40.939,15495096,68,0,0,Roy Woods,C,J. Cole,M,0,2,0,0
0.026,0.415,3.524,0.216,0.2922,0.3136,0.305,-128.276,9055548,89,1,0,Mac Miller,C,J. Cole,M,0,3,0,0
0.141,0.094,1.589,0.233,0.2709,0.2536,0.278,-57.479,0,91,1,1,J. Cole,C,J. Cole,M,0,4,0,0
0.109,0.356,3.554,0.225,0.3089,0.7726,0.141,-55.916,8917996,89,1,0,Trippie Redd,F,J. Cole,M,0,5,0,1
0.076,0.238,1.838,0.2544,0.213,0.0616,0.35,-73.107,45993058,99,1,0,Drake,C,J. Cole,M,0,6,0,0
0.085,0.186,3.153,0.187,0.073,0.8206,0.286,-48.601,13818252,78,1,0,Joey Bada$$,F,J. Cole,M,0,7,0,1
0.113,0.074,2.6,0.062,0.31773,0.0365,0.305,-44.999,3332356,92,1,0,Kendrick Lamar,F,J. Cole,M,0,8,0,1
0.074,0.127,0.067,0.185,0.1,0.0656,0.023,-134.378,14141689,83,1,0,Brent Faiyaz,M,J. Cole,M,1,9,1,0
0.076,0.219,1.871,0.2583,0.3047,0.1756,0.311,3.721,0,91,1,1,J. Cole,C,J. Cole,M,0,10,0,0
0.082,0.108,0.299,0.25,0.2879,0.0576,0.283,-46.586,13101050,79,1,0,Chief Keef,C,J. Cole,M,0,11,0,0
0.036,0.248,3.449,0.216,0.2947,0.0506,0.239,-58.897,11930936,81,1,0,French Montana,M,J. Cole,M,1,12,1,0
0.203,0.208,1.677,0.068,0.2702,0.3866,0.277,57.321,3332356,92,1,0,Kendrick Lamar,M,J. Cole,M,1,13,1,0
0.045,0.072,0.985,0.008,0.305,0.0596,0.4543,-72.311,45993058,99,1,0,Drake,C,J. Cole,M,0,14,0,0
0.006,0.086,0.365,0.239,0.2973,0.1376,0.004,-97.426,12405556,83,1,0,Miguel,C,J. Cole,M,0,15,0,0
0.041,0.174,0.822,0.065,0.161,0.1006,0.318,-23.071,15567812,83,1,0,Baby Keem,F,J. Cole,M,0,16,0,1
0.202,0.112,1.021,0.2488,0.2773,0.0856,0.035,-97.752,5346414,90,1,0,21 Savage,M,J. Cole,M,1,17,1,0
0.047,0.02,2.691,0.2964,0.3138,0.0486,0.329,18.398,12627116,81,1,0,PARTYNEXTDOOR,C,J. Cole,M,0,18,0,0
0.138,0.086,2.251,0.2958,0.2471,0.0546,0.085,-17.239,15391933,79,1,0,Mustard,C,J. Cole,M,0,19,0,0
0.11,0.064,1.149,0.2466,0.06,0.0996,0.285,-79.399,3332356,92,1,0,Kendrick Lamar,M,J. Cole,M,1,20,1,0
0.174,0.05,4.582,0.0031,0.627,0.006,0.2032,0.16,14432633,56,0,0,Bauhaus,F,Nirvana,M,0,1,0,1
0.097,0.331,1.28,0.0054,0.74399,0.008,0.1512,53.76,14447954,63,1,0,Slowdive,F,Nirvana,M,0,2,0,1
0.002,0.636,2.948,0.0001,0.74499796,0.001,0.3742,2.853,0,86,1,1,Nirvana,M,Nirvana,M,1,3,1,0
0.014,0.68,7.503,0.005,0.7449401,0.0285,0.2972,18.4,5233358,84,1,0,Foo Fighters,M,Nirvana,M,1,4,1,0
0.097,0.141,1.046,0.0087,0.011,0.02,0.0127,190.371,2989837,80,1,0,Led Zeppelin,F,Nirvana,M,0,5,0,1
0.06,0.408,1.823,0.014,0.444,0.087,0.3762,-21.6,13771000,66,1,0,Blue Öyster Cult,C,Nirvana,M,0,6,0,0
0.295,0.234,3.663,0.0026,0.7201,0.002,0.0011,73.453,11955705,76,1,0,The Smiths,M,Nirvana,M,1,7,1,0
0.005,0.685,9.053,0.0024,0.744908,0.229,0.1812,75.498,6920744,81,1,0,System Of A Down,F,Nirvana,M,0,8,0,1
0.018,0.088,6.069,0.0012,0.308,0.0102,0.1052,-83.574,14452347,58,1,0,Kurt Cobain,M,Nirvana,M,1,9,1,0
0.186,0.559,5.261,0.0164,0.276,0.558,0.3572,11.471,6535074,82,0,0,Gorillaz,C,Nirvana,M,0,10,0,0
0.041,0.749,9.678,0.2323,0.74299,0.173,0.3452,-24.094,9609898,78,1,0,Korn,M,Nirvana,M,1,11,1,0
0.231,0.274,0.356,0.0013,0.744108,0.004,0.3942,-69.614,12847672,73,1,0,Pixies,F,Nirvana,M,0,12,0,1
0.045,0.245,5.628,0.0037,0.74227,0.018,0.0212,-6.854,12492154,76,1,0,Deftones,F,Nirvana,M,0,13,0,1
0.027,0.619,0.763,0.0149,0.744705,0.127,0.0682,19.786,14433674,62,1,0,my bloody valentine,F,Nirvana,M,0,14,0,1
0.12,0.547,6.53,0.0251,0.533,0.259,0.2802,70.501,10871824,74,1,0,Ozzy Osbourne,F,Nirvana,M,0,15,0,1
0.066,0.527,4.525,0.0051,0.744709,0.0389,0.0882,85.853,11523195,71,1,0,Soundgarden,C,Nirvana,M,0,16,0,0
0.272,0.266,4.466,0.0058,0.06,0.206,0.6972,-101.974,8434869,76,1,0,The Doors,M,Nirvana,M,1,17,1,0
0.114,0.371,3.41,0.004,0.7184,0.0165,0.3392,3.693,14155692,64,1,0,PJ Harvey,C,Nirvana,M,0,18,0,0
0.019,0.431,0.847,0.0023,0.6657,0.0209,0.2922,1.026,0,86,1,1,Nirvana,F,Nirvana,M,0,19,0,1
0.076,0.064,2.869,0.0016,0.198,0.0223,0.4552,-19.986,2989837,80,1,0,Led Zeppelin,F,Nirvana,M,0,20,0,1
0.234,0.193,4.174,0.065,0.16517,0.015,0.005,78.426,1943870,82,1,0,Brent Faiyaz,M,Gunna,M,1,1,1,0
0.056,0.09,1.293,0.0,0.48417,0.009,0.15,-12.28,3346053,81,0,0,Sleepy Hallow,C,Gunna,M,0,2,0,0
0.018,0.417,0.288,0.079,0.05097,0.13,0.105,66.369,858243,77,1,0,A$AP Ferg,F,Gunna,M,0,3,0,1
0.072,0.209,3.634,0.029,0.18017,0.0484,0.057,143.64,2953357,90,1,0,Young Thug,F,Gunna,M,0,4,0,1
0.192,0.455,0.366,0.073,0.00727,0.697,0.135,100.616,3279823,88,1,0,Trippie Redd,C,Gunna,M,0,5,0,0
0.047,0.048,2.609,0.1412,0.00348,0.012,0.175,143.906,903231,78,1,0,Chief Keef,F,Gunna,M,0,6,0,1
0.055,0.012,6.037,0.114,0.03157,0.0484,0.108,-4.667,2994589,80,1,0,Key Glock,C,Gunna,M,0,7,0,0
0.027,0.119,0.478,0.1495,0.01737,0.017,0.294,47.247,2069118,83,1,0,Don Toliver,M,Gunna,M,1,8,1,0
0.33,0.298,0.829,0.1137,0.05907,0.0381,0.114,165.037,1943870,82,1,0,Brent Faiyaz,M,Gunna,M,1,9,1,0
0.032,0.092,4.14,0.087,0.21217,0.024,0.277,106.716,34648,87,1,0,Ty Dolla $ign,C,Gunna,M,0,10,0,0
0.128,0.042,5.217,0.1225,0.36017,0.109,0.15,67.0,1248659,83,1,0,Metro Boomin,F,Gunna,M,0,11,0,1
0.094,0.308,2.911,0.1181,0.00362,0.0554,0.196,31.573,0,91,1,1,Gunna,F,Gunna,M,0,12,0,1
0.04,0.174,0.634,0.1292,0.00679,0.047,0.311,77.733,2665919,78,1,0,Rae Sremmurd,C,Gunna,M,0,13,0,0
0.143,0.402,0.128,0.235,0.21417,0.0629,0.382,42.146,3823746,71,0,0,Coi Leray,F,Gunna,M,0,14,0,1
0.156,0.141,2.856,0.303,0.007238,0.115,0.135,77.618,8959150,90,1,0,Lil Uzi Vert,F,Gunna,M,0,15,0,1
0.119,0.211,2.899,0.0968,0.03887,0.01,0.029,58.78,6851405,89,1,0,21 Savage,F,Gunna,M,0,16,0,1
0.028,0.195,2.648,0.043,0.16017,0.26,0.303,210.64,7155220,91,1,0,Future,F,Gunna,M,0,17,0,1
0.158,0.178,1.048,0.083,0.09917,0.154,0.4219,134.404,3369993,82,1,0,Baby Keem,F,Gunna,M,0,18,0,1
0.131,0.268,0.529,0.074,0.00184,0.193,0.153,-12.173,2147744,87,1,0,Playboi Carti,M,Gunna,M,1,19,1,0
0.049,0.253,0.695,0.1003,0.08997,0.222,0.163,63.491,5326056,84,1,0,Big Sean,F,Gunna,M,0,20,0,1
0.253,0.438,6.811,0.0039,0.728,0.0692,0.8902,-67.28,11345017,74,1,0,The Black Keys,M,Nirvana,M,1,1,1,0
0.133,0.404,1.835,0.0031,0.7042,0.0505,0.6892,47.546,7023677,81,1,0,David Bowie,C,Nirvana,M,0,2,0,0
0.043,0.36,2.985,0.0021,0.372,0.0315,0.0922,27.053,11140610,74,1,0,Alice In Chains,C,Nirvana,M,0,3,0,0
0.018,0.731,8.506,0.0022,0.7449813,0.201,0.5242,-65.507,0,86,1,1,Nirvana,C,Nirvana,M,0,4,0,0
0.103,0.466,7.671,0.0004,0.73938,0.0217,0.2232,118.88,7753635,76,1,0,Iron Maiden,C,Nirvana,M,0,5,0,0
0.055,0.349,5.946,0.0039,0.61,0.185,0.0382,20.64,12150889,79,1,0,Cage The Elephant,C,Nirvana,M,0,6,0,0
0.129,0.285,5.905,0.0012,0.7079,0.055,0.1762,4.386,1815222,83,1,0,Green Day,C,Nirvana,M,0,7,0,0
0.271,0.69,7.642,0.0813,0.6709,0.204,0.7702,-99.941,10310552,76,0,0,Limp Bizkit,M,Nirvana,M,1,8,1,0
0.004,0.172,2.098,0.0029,0.356,0.034,0.1862,-62.612,1678834,82,1,0,Pink Floyd,M,Nirvana,M,1,9,1,0
0.12,0.513,4.416,0.0123,0.744758,0.013,0.4742,140.853,12959404,70,1,0,Nine Inch Nails,C,Nirvana,M,0,10,0,0
0.287,0.583,7.621,0.0211,0.6983,0.015,0.6532,86.275,2820540,87,1,0,Red Hot Chili Peppers,C,Nirvana,M,0,11,0,0
0.095,0.422,0.681,0.0483,0.523,0.169,0.3462,242.213,8943447,75,1,0,Black Sabbath,M,Nirvana,M,1,12,1,0
0.269,0.427,4.637,0.0043,0.74398,0.163,0.6342,-10.614,11955705,76,1,0,The Smiths,M,Nirvana,M,1,13,1,0
0.117,0.202,0.62,0.0009,0.6724,0.03,0.3992,85.88,7023677,81,1,0,David Bowie,M,Nirvana,M,1,14,1,0
0.008,0.182,1.262,0.0061,0.6726,0.0194,0.2832,25.333,8061560,82,1,0,Radiohead,M,Nirvana,M,1,15,1,0
0.177,0.372,5.24,0.0053,0.456,0.024,0.5142,-25.2,14571981,62,1,0,Pavement,C,Nirvana,M,0,16,0,0
0.227,0.189,2.406,0.001,0.74082,0.162,0.4992,-56.814,12847672,73,1,0,Pixies,C,Nirvana,M,0,17,0,0
0.278,0.511,6.888,0.0068,0.7348,0.009,0.5532,67.813,12506109,79,1,0,MGMT,M,Nirvana,M,1,18,1,0
0.085,0.054,2.823,0.0026,0.135,0.037,0.1482,21.413,11955705,76,1,0,The Smiths,F,Nirvana,M,0,19,0,1
0.147,0.073,0.509,0.0031,0.7339,0.014,0.0442,-29.827,11160903,75,1,0,The Smashing Pumpkins,M,Nirvana,M,1,20,1,0
0.058,0.271,0.732,0.0157,0.026755,0.0044,0.032,18.45,2954181,83,1,0,iann dior,F,Machine Gun Kelly,M,0,1,0,1
0.11,0.041,1.303,0.0254,0.000355,0.8254,0.171,-11.038,0,89,1,1,Machine Gun Kelly,F,Machine Gun Kelly,M,0,2,0,1
0.066,0.028,2.199,0.0186,0.000534,0.2904,0.153,23.411,4267215,54,0,0,Rain City Drive,F,Machine Gun Kelly,M,0,3,0,1
0.081,0.022,1.555,0.0504,0.00017,0.2024,0.127,21.624,1721712,74,0,0,All Time Low,M,Machine Gun Kelly,M,1,4,1,0
0.088,0.033,0.879,0.0107,0.394255,0.1754,0.315,-16.796,494054,79,0,0,Kane Brown,F,Machine Gun Kelly,M,0,5,0,1
0.038,0.094,0.392,0.0073,0.028055,0.2154,0.047,37.147,3980125,64,0,0,The Maine,M,Machine Gun Kelly,M,1,6,1,0
0.248,0.0,1.142,0.0023,0.00063,0.0254,0.164,27.907,2653735,70,0,0,Asking Alexandria,C,Machine Gun Kelly,M,0,7,0,0
0.064,0.031,2.369,0.0764,0.003025,0.1124,0.141,-13.559,4265289,67,1,0,MOD SUN,C,Machine Gun Kelly,M,0,8,0,0
0.074,0.0,3.984,0.0007,0.0006971,0.1094,0.229,108.996,3261796,77,0,0,ILLENIUM,C,Machine Gun Kelly,M,0,9,0,0
0.098,0.263,1.171,0.0258,0.383255,0.0277,0.318,-0.692,4415786,62,1,0,Jack Kays,M,Machine Gun Kelly,M,1,10,1,0
0.16,0.324,0.889,0.2024,0.056755,0.2014,0.293,-57.634,4337833,67,0,0,Chri$tian Gate$,M,Machine Gun Kelly,M,1,11,1,0
0.01,0.004,1.367,0.1094,0.0002,0.2524,0.032,12.11,2340758,74,0,0,Hollywood Undead,M,Machine Gun Kelly,M,1,12,1,0
0.043,0.078,0.467,0.0203,0.012655,0.0974,0.04,48.399,4357379,61,0,0,KennyHoopla,F,Machine Gun Kelly,M,0,13,0,1
0.065,0.004,0.295,0.1414,4.9e-05,0.3314,0.138,40.551,4212799,69,0,0,Bad Omens,M,Machine Gun Kelly,M,1,14,1,0
0.152,0.128,0.763,0.0164,0.001335,0.2704,0.296,3.365,4449570,56,0,0,girlfriends,C,Machine Gun Kelly,M,0,15,0,0
0.163,0.006,0.11,0.0854,0.0007208,0.0164,0.265,18.635,3937915,66,0,0,Bad Wolves,C,Machine Gun Kelly,M,0,16,0,0
0.144,0.059,0.542,0.0259,0.0007163,0.2654,0.116,32.445,4214247,62,0,0,State Champs,F,Machine Gun Kelly,M,0,17,0,1
0.109,0.062,0.189,0.0594,0.016355,0.2354,0.148,43.826,0,89,1,1,Machine Gun Kelly,F,Machine Gun Kelly,M,0,18,0,1
0.364,0.271,1.608,0.1604,0.187255,0.0124,0.054,-26.719,145472,82,0,0,Russ,M,Machine Gun Kelly,M,1,19,1,0
0.124,0.137,1.077,0.0199,0.084255,0.0064,0.345,58.568,4008128,74,1,0,mike.,F,Machine Gun Kelly,M,0,20,0,1
0.053,0.043,1.057,0.0022,0.08362,0.0101,0.25,-13.724,3770109,71,1,0,Mitchell Tenpenny,F,Thomas Rhett,M,0,1,0,1
0.325,0.113,2.597,0.0002,0.34862,0.0004,0.306,-49.084,2368228,75,1,0,Lee Brice,F,Thomas Rhett,M,0,2,0,1
0.122,0.176,1.611,0.0099,0.00862,0.0491,0.023,-44.899,2337436,84,1,0,Luke Combs,C,Thomas Rhett,M,0,3,0,0
0.1,0.004,2.18,0.0032,0.10762,0.1161,0.032,-1.111,2304133,71,1,0,Cole Swindell,F,Thomas Rhett,M,0,4,0,1
0.049,0.138,1.458,0.008,0.04052,0.2201,0.164,-8.706,4015256,54,1,0,Dallas Smith,F,Thomas Rhett,M,0,5,0,1
0.124,0.034,1.97,0.0002,0.08632,0.0259,0.095,-25.537,3960635,57,1,0,James Barker Band,M,Thomas Rhett,M,1,6,1,0
0.019,0.008,0.075,0.0046,0.18962,0.0131,0.031,-22.337,1101015,80,1,0,Jason Aldean,C,Thomas Rhett,M,0,7,0,0
0.052,0.044,0.211,0.0033,0.19862,0.0111,0.154,-34.724,3935799,60,1,0,Dean Brody,F,Thomas Rhett,M,0,8,0,1
0.17,0.009,0.151,0.0057,0.00484,0.2381,0.287,-27.204,3635622,73,1,0,Walker Hayes,F,Thomas Rhett,M,0,9,0,1
0.032,0.267,1.421,0.0049,0.28962,0.0591,0.227,-33.167,3137361,80,1,0,Luke Bryan,F,Thomas Rhett,M,0,10,0,1
0.118,0.116,2.364,0.0136,0.06832,0.0881,0.061,-15.071,3960635,57,1,0,James Barker Band,C,Thomas Rhett,M,0,11,0,0
0.121,0.036,2.476,0.0047,0.00242,0.0495,0.03,-34.097,4016986,66,1,0,Tenille Arts,F,Thomas Rhett,M,0,12,0,1
0.245,0.063,0.218,0.0166,0.15462,0.1941,0.336,-37.657,3899538,68,1,0,Ryan Hurd,M,Thomas Rhett,M,1,13,1,0
0.143,0.073,0.627,0.0017,0.47762,0.0094,0.176,-40.124,2902002,73,1,0,Old Dominion,M,Thomas Rhett,M,1,14,1,0
0.043,0.295,1.603,0.0069,0.15262,0.0111,0.25,33.056,0,79,1,1,Thomas Rhett,C,Thomas Rhett,M,0,15,0,0
0.086,0.072,1.207,0.0008,0.02772,0.2351,0.209,-9.911,3097744,69,1,0,Brothers Osborne,M,Thomas Rhett,M,1,16,1,0
0.184,0.154,0.385,0.009,0.27562,0.1091,0.089,-3.293,4057016,57,1,0,Mitch Rossell,C,Thomas Rhett,M,0,17,0,0
