danceability_delta,energy_delta,loudness_delta,speechiness_delta,acoutsicness_delta,liveness_delta,valence_delta,duration_delta,followers_delta,popularity,similar_genres,same_artist,artist,artist_gender,seed_artist,seed_artist_gender,same_gender,rec_rank,artist_male,artist_female
0.087,0.4119,4.28,0.0217,0.712,0.0473,0.211,-1.0,1626929,98,1,0,Colbie Caillat,M,Bruno Mars,M,1,7,1,0
0.061,0.105,1.452,0.0057,0.16549,0.015,0.15,14.293,117010,89,1,0,Macy Gray,M,Bruno Mars,M,1,8,1,0
0.257,0.195,2.082,0.0245,0.032,0.028,0.398,9.56,8914669,100,1,0,Alicia Keys,C,Bruno Mars,M,0,9,0,0
0.116,0.158,2.141,0.005,0.044,0.022,0.05,29.84,477831,85,0,0,Des'ree,F,Bruno Mars,M,0,10,0,1
0.103,0.039,0.939,0.0125,0.027,0.0567,0.007,-6.627,0,92,1,1,Corinne Bailey Rae,M,Bruno Mars,M,1,11,1,0
0.467,0.353,1.985,0.0043,0.776,0.025,0.302,-13.56,5460543,100,1,0,John Legend,C,Bruno Mars,M,0,12,0,0
0.003,0.287,1.67,0.0908,0.1091,0.028,0.078,45.04,1032775,90,1,0,Solange,F,Bruno Mars,M,0,13,0,1
0.126,0.173,0.912,0.0055,0.357,0.001,0.316,-43.5,402857,89,0,0,Joy Crookes,F,Bruno Mars,M,0,14,0,1
0.233,0.128,2.622,0.0077,0.004,0.182,0.157,17.84,1626929,98,1,0,Colbie Caillat,F,Bruno Mars,M,0,15,0,1
0.118,0.206,3.683,0.0036,0.032,0.02,0.157,-34.733,1096486,96,1,0,Sara Bareilles,C,Bruno Mars,M,0,16,0,0
0.002,0.011,1.361,0.0123,0.0898,0.019,0.226,-24.8,135237,89,1,0,Lianne La Havas,F,Bruno Mars,M,0,17,0,1
0.12,0.098,0.445,0.1458,0.035,0.201,0.155,-21.13,520854,96,1,0,Janelle Monáe,F,Bruno Mars,M,0,18,0,1
0.144,0.096,1.399,0.0011,0.037,0.0483,0.205,65.6,288772,89,1,0,Joss Stone,C,Bruno Mars,M,0,19,0,0
0.027,0.294,5.1,0.0451,0.679,0.132,0.074,16.088,511178,80,1,0,Emily King,M,Bruno Mars,M,1,20,1,0
0.153,0.297,1.886,0.0721,0.0916,0.234,0.695,-29.807,3432282,78,1,0,Ty Dolla $ign,M,Corinne Bailey Rae,F,0,1,1,0
0.339,0.146,2.401,0.112,0.2586,0.2643,0.047,59.391,972654,58,1,0,Jagged Edge,F,Corinne Bailey Rae,F,1,2,0,1
0.016,0.206,1.073,0.03,0.3236,0.187,0.373,-71.547,182539,53,0,0,O.T. Genasis,F,Corinne Bailey Rae,F,1,3,0,1
0.111,0.023,4.156,0.0482,0.05016,0.156,0.067,150.081,140615,46,1,0,702,F,Corinne Bailey Rae,F,1,4,0,1
0.057,0.383,3.51,0.365,0.1866,0.206,0.136,-69.066,6299034,73,0,0,2 Chainz,M,Corinne Bailey Rae,F,0,5,1,0
0.027,0.146,2.19,0.023,0.05014,0.238,0.337,4.189,1164066,65,1,0,City Girls,M,Corinne Bailey Rae,F,0,6,1,0
0.106,0.059,0.788,0.316,0.0299,0.201,0.003,24.772,5546038,77,1,0,Megan Thee Stallion,C,Corinne Bailey Rae,F,0,7,0,0
0.181,0.237,1.827,0.242,0.041,0.203,0.531,-15.032,600938,49,0,0,Kamaiyah,C,Corinne Bailey Rae,F,0,8,0,0
0.3,0.218,1.623,0.374,0.0976,0.212,0.437,-29.183,591759,47,0,0,Pardison Fontaine,C,Corinne Bailey Rae,F,0,9,0,0
0.422,0.016,2.616,0.109,0.0656,0.2543,0.285,64.822,4250517,72,1,0,H.E.R.,C,Corinne Bailey Rae,F,0,10,0,0
0.088,0.108,1.328,0.0509,0.1156,0.242,0.288,10.484,789717,71,1,0,Saweetie,F,Corinne Bailey Rae,F,1,11,0,1
0.412,0.286,0.908,0.045,0.5556,0.242,0.152,31.135,648071,62,1,0,Muni Long,C,Corinne Bailey Rae,F,0,12,0,0
0.209,0.079,1.937,0.0732,0.1876,0.172,0.247,52.32,2665430,74,1,0,Summer Walker,F,Corinne Bailey Rae,F,1,13,0,1
0.032,0.033,0.542,0.07,0.0019,0.2975,0.231,-3.182,699114,47,0,0,KenTheMan,M,Corinne Bailey Rae,F,0,14,1,0
0.233,0.156,4.235,0.111,0.0099,0.2746,0.264,17.042,336473,50,1,0,Kash Doll,F,Corinne Bailey Rae,F,1,15,0,1
0.018,0.186,3.727,0.04,0.04341,0.042,0.435,-59.752,5546038,77,1,0,Megan Thee Stallion,M,Corinne Bailey Rae,F,0,16,1,0
0.048,0.073,0.402,0.0191,0.04888,0.237,0.28,-22.125,789717,71,1,0,Saweetie,F,Corinne Bailey Rae,F,1,17,0,1
0.085,0.248,2.938,0.232,0.0236,0.124,0.334,-11.014,747525,42,0,0,Mohead Mike,F,Corinne Bailey Rae,F,1,18,0,1
0.046,0.052,3.563,0.075,0.0192,0.2785,0.038,-28.986,712508,47,0,0,Monaleo,M,Corinne Bailey Rae,F,0,19,1,0
0.273,0.152,1.602,0.146,0.4106,0.225,0.457,53.192,1493426,59,1,0,Queen Naija,M,Corinne Bailey Rae,F,0,20,1,0
0.069,0.068,0.28,0.0073,0.0645,0.0176,0.728,-44.128,4194845,66,1,0,Tinashe,C,Latto,F,0,1,0,0
0.003,0.03,0.288,0.24,0.0079,0.0325,0.501,-74.158,6101860,59,1,0,Tyla Yaweh,M,Latto,F,0,2,1,0
0.1,0.036,1.117,0.0211,0.27,0.1445,0.363,2.114,5691229,67,1,0,SAINt JHN,C,Latto,F,0,3,0,0
0.082,0.126,1.935,0.082,0.0645,0.0084,0.42,-21.868,4409197,62,1,0,Jacquees,F,Latto,F,1,4,0,1
0.032,0.226,1.45,0.069,0.0341,0.2135,0.02,20.039,9814947,81,1,0,J. Cole,F,Latto,F,1,5,0,1
0.203,0.025,0.273,0.0035,0.0009,0.3245,0.023,-116.068,2812169,71,1,0,PARTYNEXTDOOR,M,Latto,F,0,6,1,0
0.135,0.203,3.672,0.129,0.185,0.0775,0.018,6.887,3888950,60,1,0,Mario,C,Latto,F,0,7,0,0
0.381,0.071,1.729,0.0594,0.194,0.0185,0.368,23.039,901428,71,1,0,Jeremih,M,Latto,F,0,8,1,0
0.062,0.016,2.248,0.096,0.373,0.0006,0.518,-16.66,4641131,68,1,0,Joyner Lucas,C,Latto,F,0,9,0,0
0.301,0.278,0.729,0.0367,0.12,0.0175,0.495,-73.948,2210858,74,1,0,Tory Lanez,M,Latto,F,0,10,1,0
0.103,0.053,0.81,0.167,0.0269,0.0253,0.719,-47.079,5315810,82,1,0,Lil Wayne,M,Latto,F,0,11,1,0
0.002,0.106,0.759,0.0124,0.01369,0.0025,0.057,-1.973,1489466,72,1,0,G-Eazy,C,Latto,F,0,12,0,0
0.011,0.027,0.582,0.309,0.0131,0.0185,0.183,-56.654,518528,73,1,0,2 Chainz,C,Latto,F,0,13,0,0
0.1,0.158,0.841,0.221,0.018323,0.0263,0.351,-88.835,4990789,71,1,0,Saweetie,F,Latto,F,1,14,0,1
0.088,0.185,1.9,0.085,0.01293,0.0037,0.294,9.489,2943184,75,1,0,Big Sean,M,Latto,F,0,15,1,0
0.075,0.091,0.513,0.066,0.0083,0.0575,0.401,-29.803,2115989,71,1,0,French Montana,C,Latto,F,0,16,0,0
0.053,0.192,1.183,0.0531,0.132,0.0043,0.065,6.359,2348224,78,1,0,Ty Dolla $ign,F,Latto,F,1,17,0,1
0.094,0.19,0.152,0.323,0.18,0.2245,0.355,14.32,6236218,63,0,0,BIA,C,Latto,F,0,18,0,0
0.073,0.03,1.467,0.072,0.278,0.0293,0.608,-60.748,4829361,58,1,0,Pia Mia,C,Latto,F,0,19,0,0
0.129,0.125,2.922,0.256,0.0,0.0215,0.023,-56.129,4990789,71,1,0,Saweetie,F,Latto,F,1,20,0,1
0.17,0.179,2.341,0.0163,0.0199,0.2906,0.058,13.866,443978,80,1,0,Cold War Kids,F,Tyga,M,0,1,0,1
0.069,0.085,0.682,0.0092,0.3756,0.0476,0.135,23.173,803632,93,0,0,Tyler Childers,F,Tyga,M,0,2,0,1
0.031,0.044,4.136,0.0106,0.0866,0.0113,0.068,23.386,84271,80,0,0,Lake Street Dive,M,Tyga,M,1,3,1,0
0.096,0.202,0.349,0.0037,0.0024,0.1006,0.409,90.111,278539,79,1,0,John Vincent III,M,Tyga,M,1,4,1,0
0.187,0.191,1.949,0.007,0.0254,0.0456,0.479,87.099,111868,86,0,0,The Backseat Lovers,C,Tyga,M,0,5,0,0
0.055,0.236,3.895,0.0017,0.7336,0.0252,0.093,-65.643,0,86,1,1,Caamp,F,Tyga,M,0,6,0,1
0.162,0.358,2.513,0.0255,0.8106,0.0366,0.466,29.226,18472,83,0,0,Ben Rector,M,Tyga,M,1,7,1,0
0.018,0.123,0.177,0.0183,0.4866,0.0386,0.213,28.44,191038,76,1,0,Rayland Baxter,C,Tyga,M,0,8,0,0
0.181,0.171,2.005,0.0088,0.1146,0.0716,0.037,28.837,261393,87,0,0,Peach Pit,C,Tyga,M,0,9,0,0
0.306,0.273,0.562,0.0064,0.1276,0.2456,0.545,34.56,357184,89,0,0,Rainbow Kitten Surprise,F,Tyga,M,0,10,0,1
0.08,0.017,1.627,0.0024,0.0696,0.1906,0.376,72.213,399058,84,0,0,NEEDTOBREATHE,M,Tyga,M,1,11,1,0
0.032,0.273,0.965,0.0153,0.0926,0.0356,0.405,24.928,25,92,0,0,Zach Bryan,C,Tyga,M,0,12,0,0
0.033,0.004,1.38,0.0363,0.3036,0.0326,0.407,-1.64,140093,76,1,0,Foy Vance,F,Tyga,M,0,13,0,1
0.121,0.079,0.437,0.0055,0.5446,0.1386,0.013,-11.107,75138,80,0,0,The Steeldrivers,C,Tyga,M,0,14,0,0
0.026,0.009,1.334,0.0051,0.5516,0.0124,0.279,0.346,141851,79,1,0,Roo Panes,F,Tyga,M,0,15,0,1
0.018,0.133,0.028,0.0024,0.8586,0.0042,0.418,20.073,57222,83,1,0,Mt. Joy,M,Tyga,M,1,16,1,0
0.066,0.159,3.009,0.0191,0.3556,0.2356,0.342,56.799,148704,82,0,0,Briston Maroney,F,Tyga,M,0,17,0,1
0.039,0.164,1.691,0.0088,0.0057,0.0636,0.361,76.031,299521,71,0,0,HARBOUR,F,Tyga,M,0,18,0,1
0.111,0.366,0.472,0.0024,0.8246,0.0426,0.414,-31.471,223580,72,0,0,Daniel Nunnelee,F,Tyga,M,0,19,0,1
0.111,0.17,1.929,0.0037,0.5106,0.0456,0.393,35.093,138779,77,0,0,Peter McPoland,C,Tyga,M,0,20,0,0
0.02,0.029,4.922,0.0114,0.238,0.018,0.005,-34.76,396450,57,1,0,The New Basement Tapes,M,Caamp,M,1,1,1,0
0.009,0.094,2.763,0.0181,0.077,0.066,0.221,-90.92,410045,59,1,0,Hayes Carll,M,Caamp,M,1,2,1,0
0.111,0.034,7.505,0.0073,0.219,0.015,0.054,-97.787,376207,66,1,0,Fruit Bats,F,Caamp,M,0,3,0,1
0.283,0.001,7.962,0.0497,0.152,0.0415,0.384,-56.286,299094,68,0,0,Durand Jones & The Indications,M,Caamp,M,1,4,1,0
0.033,0.036,2.694,0.0118,0.34607,0.163,0.143,-22.774,410081,60,0,0,Jim James,F,Caamp,M,0,5,0,1
0.197,0.115,5.387,0.0023,0.237,0.082,0.608,-64.534,395119,72,1,0,Ray LaMontagne,C,Caamp,M,0,6,0,0
0.13,0.077,5.247,0.0098,0.255,0.0084,0.16,21.634,467759,57,0,0,Goose,F,Caamp,M,0,7,0,1
0.198,0.005,1.95,0.0057,0.475,0.024,0.021,-74.58,162184,69,0,0,The Teskey Brothers,F,Caamp,M,0,8,0,1
0.028,0.109,3.776,0.0136,0.06,0.0024,0.246,-26.022,259878,66,1,0,DISPATCH,F,Caamp,M,0,9,0,1
0.074,0.296,6.486,0.002,0.476,0.038,0.162,-65.254,432284,70,0,0,Joy Oladokun,F,Caamp,M,0,10,0,1
0.08,0.322,7.544,0.0039,0.561,0.03,0.221,-44.804,515109,82,1,0,Lord Huron,M,Caamp,M,1,11,1,0
0.21,0.115,5.88,0.0029,0.056,0.0164,0.025,-82.672,340888,66,0,0,Michael Franti & Spearhead,M,Caamp,M,1,12,1,0
0.05,0.212,3.065,0.0021,0.3426,0.0075,0.249,-46.014,476257,55,1,0,Futurebirds,M,Caamp,M,1,13,1,0
0.046,0.112,7.903,0.0047,0.124,0.255,0.079,0.053,37716,66,1,0,My Morning Jacket,F,Caamp,M,0,14,0,1
0.035,0.007,5.442,0.0,0.079,0.152,0.051,4.96,515109,82,1,0,Lord Huron,C,Caamp,M,0,15,0,0
0.184,0.25,2.507,0.0002,0.203,0.008,0.41,-79.547,343674,67,0,0,Curtis Harding,C,Caamp,M,0,16,0,0
0.071,0.137,5.626,0.0016,0.283,0.0227,0.161,113.613,212504,68,1,0,The Revivalists,M,Caamp,M,1,17,1,0
0.267,0.176,5.726,0.0024,0.119,0.063,0.075,-68.76,388849,72,1,0,Wild Rivers,F,Caamp,M,0,18,0,1
0.002,0.194,5.431,0.0002,0.165,0.0145,0.113,19.748,343000,65,1,0,Nathaniel Rateliff,M,Caamp,M,1,19,1,0
0.056,0.265,1.823,0.0011,0.3385,0.225,0.484,-44.492,136008,68,1,0,The Wallflowers,M,Caamp,M,1,20,1,0
0.138,0.016,1.479,0.0529,0.605,0.2375,0.106,0.14,935,42,0,0,XIVUS,M,The Dead Tongues,M,1,1,1,0
0.14,0.018,0.0,0.0576,0.656208,0.1815,0.535,36.808,9369,60,0,0,Youth Club,F,The Dead Tongues,M,0,2,0,1
0.319,0.118,2.082,0.036,0.656451,0.3375,0.498,44.545,682,44,0,0,Chase City,C,The Dead Tongues,M,0,3,0,0
0.149,0.05,0.613,0.0477,0.6569457,0.0845,0.381,66.309,2035,41,0,0,Kassassin Street,F,The Dead Tongues,M,0,4,0,1
0.126,0.002,0.521,0.0573,0.65278,0.1205,0.549,52.9,1274,48,0,0,We Are Magnetic,F,The Dead Tongues,M,0,5,0,1
0.205,0.535,5.753,0.0538,0.133,0.1505,0.461,-42.693,13926,80,0,0,Mathilda Homer,C,The Dead Tongues,M,0,6,0,0
0.151,0.108,0.003,0.0146,0.044,0.0735,0.202,3.569,30,39,0,0,Dead Seem Old,M,The Dead Tongues,M,1,7,1,0
0.147,0.197,1.297,0.0356,0.5876,0.1445,0.422,24.554,13153,68,0,0,Luke Friend,M,The Dead Tongues,M,1,8,1,0
0.042,0.192,0.321,0.0475,0.65006,0.0546,0.422,66.908,8290,83,0,0,Chasing Grace,M,The Dead Tongues,M,1,9,1,0
0.051,0.078,0.171,0.0594,0.656328,0.1025,0.038,16.718,4121,46,0,0,FRONTEERS,C,The Dead Tongues,M,0,10,0,0
0.072,0.107,0.396,0.0573,0.6437,0.1745,0.737,17.323,11299,65,0,0,Little Hours,C,The Dead Tongues,M,0,11,0,0
0.036,0.053,0.347,0.0611,0.656497,0.0208,0.569,-7.892,6256,44,0,0,Apella,M,The Dead Tongues,M,1,12,1,0
0.069,0.125,3.888,0.0054,0.571,0.1535,0.436,92.05,422,40,0,0,We Were Glue,M,The Dead Tongues,M,1,13,1,0
0.155,0.08,0.43,0.0416,0.417,0.0885,0.313,67.29,885,41,0,0,Jungle Doctors,M,The Dead Tongues,M,1,14,1,0
0.098,0.035,2.178,0.0592,0.426,0.3025,0.542,75.427,27380,71,0,0,Stevie McCrorie,M,The Dead Tongues,M,1,15,1,0
0.253,0.011,0.674,0.0277,0.656692,0.2485,0.574,47.614,3506,44,0,0,Port Isla,M,The Dead Tongues,M,1,16,1,0
0.195,0.274,5.875,0.0325,0.03,0.4585,0.598,45.72,855,41,0,0,The DuBarrys,M,The Dead Tongues,M,1,17,1,0
0.025,0.003,0.111,0.0486,0.556,0.0328,0.527,32.49,59,36,0,0,Heronshaw,F,The Dead Tongues,M,0,18,0,1
0.148,0.094,0.774,0.0241,0.329,0.8615,0.098,32.636,52688,90,0,0,MyKey,M,The Dead Tongues,M,1,19,1,0
0.071,0.202,3.402,0.0616,0.5969,0.2845,0.348,62.853,3351,47,0,0,The Curious Incident,M,The Dead Tongues,M,1,20,1,0
0.033,0.242,2.867,0.0341,0.1698,0.0203,0.483,71.776,69508,73,1,0,Yola,F,Nathaniel Rateliff & The Night Sweats,M,0,1,0,1
0.276,0.093,6.116,0.0067,0.18128,0.2798,0.167,2.538,6470,57,1,0,The Wild Feathers,M,Nathaniel Rateliff & The Night Sweats,M,1,2,1,0
0.244,0.589,3.568,0.0115,0.725,0.0358,0.42,52.124,3908,64,1,0,Courtney Marie Andrews,M,Nathaniel Rateliff & The Night Sweats,M,1,3,1,0
0.234,0.319,2.473,0.0052,0.703,0.0338,0.564,84.096,46942,66,1,0,Pokey LaFarge,C,Nathaniel Rateliff & The Night Sweats,M,0,4,0,0
0.187,0.499,2.443,0.0117,0.774,0.0658,0.532,62.846,132897,74,1,0,Nathaniel Rateliff,C,Nathaniel Rateliff & The Night Sweats,M,0,5,0,0
0.015,0.163,1.5,0.0039,0.029,0.1838,0.303,66.058,29969,58,1,0,Mike Campbell & The Dirty Knobs,F,Nathaniel Rateliff & The Night Sweats,M,0,6,0,1
0.098,0.231,2.317,0.0022,0.1831,0.0728,0.604,42.953,117661,69,1,0,Shovels & Rope,F,Nathaniel Rateliff & The Night Sweats,M,0,7,0,1
0.016,0.433,0.718,0.0103,0.751,0.0328,0.502,-44.5,22011,58,0,0,Theo Lawrence,M,Nathaniel Rateliff & The Night Sweats,M,1,8,1,0
0.231,0.135,4.1,0.0187,0.036,0.0184,0.079,90.618,142515,75,1,0,Jason Isbell and the 400 Unit,C,Nathaniel Rateliff & The Night Sweats,M,0,9,0,0
0.092,0.026,3.805,0.05,0.565,0.2518,0.02,15.138,46942,66,1,0,Pokey LaFarge,F,Nathaniel Rateliff & The Night Sweats,M,0,10,0,1
0.378,0.073,3.695,0.0048,0.004,0.1868,0.191,-3.889,21365,57,1,0,The Sadies,M,Nathaniel Rateliff & The Night Sweats,M,1,11,1,0
0.189,0.254,0.411,0.1243,0.201,0.0308,0.22,94.584,1908,67,1,0,John Craigie,C,Nathaniel Rateliff & The Night Sweats,M,0,12,0,0
0.015,0.363,2.634,0.0,0.327,0.2348,0.609,56.431,30008,54,1,0,The Delines,F,Nathaniel Rateliff & The Night Sweats,M,0,13,0,1
0.266,0.424,0.095,0.0084,0.664,0.0099,0.608,95.524,65852,68,1,0,Hayes Carll,C,Nathaniel Rateliff & The Night Sweats,M,0,14,0,0
0.016,0.168,4.245,0.0012,0.03,0.2048,0.211,66.498,38905,49,0,0,The Heavy Heavy,F,Nathaniel Rateliff & The Night Sweats,M,0,15,0,1
0.133,0.226,4.472,0.0238,0.1765,0.0998,0.067,25.814,25911,48,1,0,Jesse Malin,C,Nathaniel Rateliff & The Night Sweats,M,0,16,0,0
0.165,0.278,1.29,0.004,0.609,0.0093,0.008,-16.196,101765,77,1,0,Charley Crockett,M,Nathaniel Rateliff & The Night Sweats,M,1,17,1,0
0.22,0.239,1.068,0.0085,0.386,0.1808,0.278,0.391,95807,71,1,0,Valerie June,M,Nathaniel Rateliff & The Night Sweats,M,1,18,1,0
0.089,0.149,1.089,0.0041,0.399,0.0808,0.064,-26.956,121133,71,1,0,Damien Jurado,F,Nathaniel Rateliff & The Night Sweats,M,0,19,0,1
0.063,0.238,0.08,0.0007,0.723,0.0141,0.427,9.629,5973,61,1,0,Strand of Oaks,F,Nathaniel Rateliff & The Night Sweats,M,0,20,0,1
0.135,0.129,0.861,0.0464,0.04181,0.2443,0.149,14.906,18521,4,0,0,P1Harmony,F,The Tease,M,0,1,0,1
0.181,0.207,0.597,0.0353,0.01221,0.184,0.011,40.136,123609,0,0,0,I-LAND,M,The Tease,M,1,2,1,0
0.05,0.184,1.388,0.0261,0.03901,0.225,0.152,44.173,3518231,21,1,0,ITZY,F,The Tease,M,0,3,0,1
0.026,0.0,1.049,0.1337,0.19121,0.189,0.013,2.613,98820,2,0,0,BamBam,F,The Tease,M,0,4,0,1
0.079,0.17,1.493,0.0119,0.05411,0.11,0.224,32.173,4814709,18,0,0,NCT 127,M,The Tease,M,1,5,1,0
0.04,0.148,0.712,0.0148,0.04861,0.258,0.212,17.754,1341372,13,1,0,LOONA,F,The Tease,M,0,6,0,1
0.271,0.004,1.865,0.0027,0.27921,0.156,0.162,29.163,1065105,10,0,0,BOL4,C,The Tease,M,0,7,0,0
0.083,0.146,0.303,0.1567,0.01081,0.021,0.082,14.461,3518231,21,1,0,ITZY,F,The Tease,M,0,8,0,1
0.07,0.066,0.422,0.002,0.34421,0.279,0.052,20.893,300755,8,0,0,KAI,C,The Tease,M,0,9,0,0
0.098,0.096,0.957,0.0208,0.30921,0.326,0.2,14.509,296122,17,1,0,STAYC,F,The Tease,M,0,10,0,1
0.013,0.075,1.066,0.0109,0.04051,0.181,0.104,15.946,25742,14,0,0,BIBI,F,The Tease,M,0,11,0,1
0.044,0.09,1.32,0.0196,0.41321,0.2768,0.244,4.186,1065105,10,0,0,BOL4,M,The Tease,M,1,12,1,0
0.231,0.093,1.304,0.0062,0.62621,0.2346,0.151,53.626,6188752,21,0,0,SEVENTEEN,M,The Tease,M,1,13,1,0
0.211,0.094,2.494,0.2007,0.19221,0.2558,0.08,26.541,1281391,16,0,0,Jay Park,F,The Tease,M,0,14,0,1
0.21,0.089,2.505,0.0336,0.03161,0.242,0.014,11.026,381840,0,0,0,XG,C,The Tease,M,0,15,0,0
0.357,0.192,0.448,0.0767,0.00651,0.025,0.104,64.493,3972472,18,0,0,Official HIGE DANdism,F,The Tease,M,0,16,0,1
0.017,0.294,5.358,0.3107,0.83021,0.2437,0.303,-20.686,986856,21,0,0,NIKI,M,The Tease,M,1,17,1,0
0.014,0.184,0.371,0.1377,0.07021,0.192,0.037,11.089,5559342,24,0,0,TOMORROW X TOGETHER,M,The Tease,M,1,18,1,0
0.033,0.216,0.955,0.0607,0.01301,0.132,0.242,-1.24,267712,7,1,0,fromis_9,F,The Tease,M,0,19,0,1
0.044,0.029,0.275,0.0226,0.03091,0.219,0.077,15.548,1469837,10,0,0,CHUNG HA,F,The Tease,M,0,20,0,1
0.065,0.241,1.295,0.0012,0.442125,0.02,0.003,56.823,4413091,27,1,0,GD X TAEYANG,M,The Cactus Blossoms,M,1,1,1,0
0.154,0.25,1.25,0.0065,0.44137,0.0992,0.564,11.88,0,50,1,1,BIGBANG,C,The Cactus Blossoms,M,0,2,0,0
0.095,0.208,0.711,0.0273,0.3435,0.0372,0.211,14.178,2081834,44,1,0,G-DRAGON,M,The Cactus Blossoms,M,1,3,1,0
0.018,0.343,1.98,0.0042,0.3548,0.0462,0.685,-17.582,4610322,19,0,0,D-LITE,M,The Cactus Blossoms,M,1,4,1,0
0.007,0.221,0.211,0.0063,0.43912,0.0572,0.473,16.936,4274973,39,1,0,SEUNGRI,M,The Cactus Blossoms,M,1,5,1,0
0.113,0.106,1.499,0.0046,0.4103,0.0107,0.581,83.498,4585311,23,1,0,SE7EN,M,The Cactus Blossoms,M,1,6,1,0
0.056,0.225,0.135,0.0003,0.3811,0.0422,0.25,46.418,0,50,1,1,BIGBANG,F,The Cactus Blossoms,M,0,7,0,1
0.128,0.226,0.505,0.0311,0.26,0.0972,0.281,54.375,4601476,25,1,0,Park Bom,M,The Cactus Blossoms,M,1,8,1,0
0.19,0.322,0.192,0.0027,0.4144,0.2612,0.402,43.727,4610322,19,0,0,D-LITE,M,The Cactus Blossoms,M,1,9,1,0
0.074,0.019,0.69,0.0199,0.3599,0.0682,0.025,12.192,3723783,45,1,0,CL,M,The Cactus Blossoms,M,1,10,1,0
0.01,0.201,2.318,0.033,0.093,0.0452,0.32,9.124,3993642,36,1,0,TVXQ!,M,The Cactus Blossoms,M,1,11,1,0
0.107,0.295,1.317,0.1,0.161,0.5592,0.037,41.604,2603337,42,1,0,2NE1,C,The Cactus Blossoms,M,0,12,0,0
0.064,0.131,2.77,0.0436,0.3841,0.0033,0.093,46.738,0,50,1,1,BIGBANG,C,The Cactus Blossoms,M,0,13,0,0
0.085,0.254,3.311,0.148,0.3902,0.8832,0.125,5.778,4372293,40,1,0,B.I,F,The Cactus Blossoms,M,0,14,0,1
0.156,0.093,0.036,0.008,0.4011,0.0071,0.585,21.764,2458246,41,1,0,WINNER,C,The Cactus Blossoms,M,0,15,0,0
0.244,0.221,6.909,0.0127,0.073,0.6182,0.081,41.227,3924954,40,0,0,TAEYANG,M,The Cactus Blossoms,M,1,16,1,0
0.136,0.17,1.708,0.014,0.302,0.2262,0.236,108.991,4610322,19,0,0,D-LITE,F,The Cactus Blossoms,M,0,17,0,1
0.024,0.256,0.276,0.183,0.335,0.3232,0.272,-18.089,3945929,36,1,0,BOBBY,F,The Cactus Blossoms,M,0,18,0,1
0.143,0.149,1.694,0.0088,0.44058,0.0394,0.6,10.543,0,50,1,1,BIGBANG,C,The Cactus Blossoms,M,0,19,0,0
0.066,0.128,0.99,0.0006,0.329,0.2072,0.504,27.111,4274973,39,1,0,SEUNGRI,C,The Cactus Blossoms,M,0,20,0,0
0.211,0.035,1.519,0.0377,0.1106,0.012,0.473,-0.68,3753963,53,1,0,NU'EST,M,IVE,F,0,1,1,0
0.333,0.415,5.25,0.0654,0.7016,0.043,0.507,16.934,4545677,55,0,0,Dvwn,M,IVE,F,0,2,1,0
0.105,0.03,1.249,0.054,0.3066,0.032,0.223,-16.573,0,76,1,1,NCT DREAM,M,IVE,F,0,3,1,0
0.015,0.07,5.338,0.0277,0.2076,0.077,0.381,-55.751,3140420,78,0,0,keshi,C,IVE,F,0,4,0,0
0.007,0.142,0.727,0.0036,0.1196,0.273,0.099,-8.026,1536354,62,1,0,MOMOLAND,M,IVE,F,0,5,1,0
0.071,0.093,0.838,0.0047,0.0063,0.038,0.06,-10.493,4521497,48,1,0,WEi,F,IVE,F,1,6,0,1
0.035,0.036,1.089,0.0407,0.0747,0.0449,0.295,-2.08,2303840,74,1,0,TAEYEON,C,IVE,F,0,7,0,0
0.024,0.171,2.121,0.0417,0.0788,0.0482,0.364,-54.386,4382399,57,1,0,BamBam,C,IVE,F,0,8,0,0
0.01,0.087,0.377,0.0417,0.0104,0.0731,0.037,-28.666,2900348,83,1,0,Stray Kids,M,IVE,F,0,9,1,0
0.185,0.23,4.247,0.0529,0.0203,0.0465,0.121,-22.935,3155496,75,1,0,TREASURE,C,IVE,F,0,10,0,0
0.064,0.187,2.398,0.0337,0.4856,0.135,0.27,-9.12,4519886,50,1,0,KIM WOO SEOK,C,IVE,F,0,11,0,0
0.203,0.005,1.425,0.0117,0.0232,0.024,0.288,-14.946,4302100,59,1,0,P1Harmony,M,IVE,F,0,12,1,0
0.077,0.055,0.119,0.0491,0.0174,0.188,0.151,-32.666,4601393,46,1,0,OMEGA X,M,IVE,F,0,13,1,0
0.024,0.155,0.865,0.0327,0.1226,0.1123,0.109,-34.986,4504939,55,1,0,PURPLE KISS,M,IVE,F,0,14,1,0
0.022,0.035,1.033,0.0574,0.01358,0.221,0.157,-25.575,3912430,54,1,0,KANG DANIEL,M,IVE,F,0,15,1,0
0.083,0.105,2.718,0.0787,0.6986,0.013,0.113,3.467,4456950,53,1,0,AleXa,C,IVE,F,0,16,0,0
0.096,0.093,1.468,0.0237,0.0784,0.218,0.039,-36.426,4301951,52,1,0,CRAVITY,M,IVE,F,0,17,1,0
0.018,0.385,0.844,0.0356,0.3626,0.0539,0.063,-53.346,3251691,63,1,0,D.O.,C,IVE,F,0,18,0,0
0.014,0.053,0.89,0.035,0.1256,0.028,0.04,-22.453,591723,69,1,0,MAMAMOO,F,IVE,F,1,19,0,1
